id,params,acc
net,2813,0.876300036907196
net_1,2282,0.891200065612793
net_2,4791,0.9254000186920166
net_3,5775,0.9250000715255737
net_4,1812,0.8847000598907471
net_5,6749,0.9303000569343567
net_6,12731,0.948900043964386
net_7,1163,0.7099000215530396
net_8,9727,0.9604000449180603
net_9,4443,0.9387000203132629
net_10,1812,0.8847000598907471
net_11,1163,0.721500039100647
net_12,9727,0.961400032043457
net_13,1812,0.8903000354766846
net_14,9781,0.9666000604629517
net_15,1235,0.7679000496864319
net_16,697,0.578000009059906
net_17,12086,0.9604000449180603
net_18,1502,0.7696000337600708
net_19,10732,0.9638000726699829
net_20,1812,0.8859000205993652
net_21,9781,0.9664000272750854
net_22,697,0.5667999982833862
net_23,697,0.5850000381469727
net_24,1812,0.8865000605583191
net_25,9781,0.9663000702857971
net_26,11063,0.9633000493049622
net_27,697,0.5878000259399414
net_28,1149,0.6514000296592712
net_29,1812,0.8850000500679016
net_30,9781,0.9640000462532043
net_31,697,0.5723000168800354
net_32,1812,0.8821000456809998
net_33,697,0.5455999970436096
net_34,9380,0.9606000185012817
net_35,926,0.8099000453948975
net_36,1812,0.7736000418663025
net_37,1809,0.9127000570297241
net_38,1642,0.7854000329971313
net_39,2857,0.8981000185012817
net_40,9781,0.9642000198364258
net_41,697,0.5564000010490417
net_42,1809,0.9080000519752502
net_43,12416,0.9696000218391418
net_44,8445,0.9628000259399414
net_45,872,0.6712000370025635
net_46,967,0.7849000096321106
net_47,697,0.5728000402450562
net_48,1014,0.8682000637054443
net_49,697,0.5263000130653381
net_50,697,0.5818000435829163
net_51,1809,0.910800039768219
net_52,12416,0.9661000370979309
net_53,1323,0.8502000570297241
net_54,12416,0.9679000377655029
net_55,12416,0.9636000394821167
net_56,1809,0.7970000505447388
net_57,2376,0.9320000410079956
net_58,1236,0.7027000188827515
net_59,1784,0.900600016117096
net_60,697,0.5711000561714172
net_61,12416,0.9664000272750854
net_62,2376,0.9312000274658203
net_63,4841,0.9425000548362732
net_64,621,0.6401000022888184
net_65,2993,0.9087000489234924
net_66,6025,0.9524000287055969
net_67,14483,0.967400074005127
net_68,7272,0.9595000743865967
net_69,2457,0.9195000529289246
net_70,2376,0.9290000200271606
net_71,621,0.6278000473976135
net_72,14483,0.9704000353813171
net_73,621,0.6267000436782837
net_74,2242,0.9083000421524048
net_75,1466,0.7478000521659851
net_76,2376,0.9317000508308411
net_77,6568,0.9490000605583191
net_78,7000,0.9125000238418579
net_79,621,0.6244000196456909
net_80,621,0.6512000560760498
net_81,14483,0.9671000242233276
net_82,2376,0.9308000206947327
net_83,14483,0.9694000482559204
net_84,621,0.6518000364303589
net_85,2376,0.9324000477790833
net_86,14483,0.9690000414848328
net_87,621,0.6622000336647034
net_88,831,0.8145000338554382
net_89,2376,0.857200026512146
net_90,621,0.6429000496864319
net_91,14483,0.9702000617980957
net_92,2376,0.9291000366210938
net_93,621,0.6425000429153442
net_94,532,0.5624000430107117
net_95,621,0.6445000171661377
net_96,6380,0.9313000440597534
net_97,14483,0.9657000303268433
net_98,831,0.8262000679969788
net_99,18803,0.9701000452041626
net_100,14483,0.9684000611305237
net_101,2376,0.9279000163078308
net_102,532,0.5508000254631042
net_103,2286,0.9084000587463379
net_104,14483,0.9696000218391418
net_105,755,0.6312000155448914
net_106,7521,0.9518000483512878
net_107,1242,0.8805000185966492
net_108,1919,0.9116000533103943
net_109,888,0.5837000012397766
net_110,2376,0.9277000427246094
net_111,532,0.5527999997138977
net_112,14483,0.969200074672699
net_113,14483,0.9686000347137451
net_114,7964,0.9564000368118286
net_115,6167,0.9082000255584717
net_116,1650,0.8765000700950623
net_117,2538,0.9170000553131104
net_118,15000,0.9661000370979309
net_119,2000,0.9189000725746155
net_120,532,0.553600013256073
net_121,14483,0.9679000377655029
net_122,2000,0.9232000708580017
net_123,10903,0.9651000499725342
net_124,532,0.5582000017166138
net_125,14564,0.9683000445365906
net_126,532,0.5613000392913818
net_127,588,0.5485000014305115
net_128,16631,0.9711000323295593
net_129,12335,0.9676000475883484
net_130,532,0.5471000075340271
net_131,2000,0.9217000603675842
net_132,16631,0.9731000661849976
net_133,9633,0.9544000625610352
net_134,2000,0.9236000180244446
net_135,18063,0.9693000316619873
net_136,697,0.7465000152587891
net_137,9427,0.9587000608444214
net_138,16631,0.9714000225067139
net_139,2162,0.9240000247955322
net_140,532,0.5746000409126282
net_141,16631,0.971000075340271
net_142,2000,0.9259000420570374
net_143,2000,0.9195000529289246
net_144,3000,0.9309000372886658
net_145,15199,0.9694000482559204
net_146,16972,0.9704000353813171
net_147,2372,0.9272000193595886
net_148,16631,0.9709000587463379
net_149,1996,0.9028000235557556
net_150,532,0.5663000345230103
net_151,16631,0.9711000323295593
net_152,2000,0.9230000376701355
net_153,532,0.5616000294685364
net_154,1919,0.9193000197410583
net_155,2081,0.9165000319480896
net_156,9041,0.9527000188827515
net_157,476,0.4926000237464905
net_158,476,0.47530001401901245
net_159,16631,0.9693000316619873
net_160,16631,0.9686000347137451
net_161,2000,0.9218000173568726
net_162,476,0.4999000132083893
net_163,2336,0.8578000664710999
net_164,16463,0.972100019454956
net_165,7483,0.9472000598907471
net_166,1883,0.9147000312805176
net_167,18272,0.9655000567436218
net_168,2890,0.9199000597000122
net_169,2538,0.8982000350952148
net_170,2000,0.9216000437736511
net_171,476,0.501800000667572
net_172,16463,0.9709000587463379
net_173,476,0.4984000325202942
net_174,4517,0.9497000575065613
net_175,532,0.5601000189781189
net_176,14768,0.96260005235672
net_177,476,0.49220001697540283
net_178,17200,0.968000054359436
net_179,16463,0.971500039100647
net_180,2000,0.9241000413894653
net_181,476,0.46980002522468567
net_182,16463,0.9712000489234924
net_183,18674,0.9708000421524048
net_184,556,0.5313000082969666
net_185,2000,0.9252000451087952
net_186,644,0.6375000476837158
net_187,13203,0.966200053691864
net_188,19279,0.9738000631332397
net_189,9863,0.9550000429153442
net_190,476,0.47510001063346863
net_191,2000,0.926300048828125
net_192,19279,0.9734000563621521
net_193,2243,0.928100049495697
net_194,476,0.5001000165939331
net_195,11833,0.9593000411987305
net_196,431,0.5152000188827515
net_197,3000,0.9340000152587891
net_198,13009,0.9597000479698181
net_199,18284,0.9712000489234924
